Jahr;Monat,brandenburg/berlin,brandenburg,baden-wuerttemberg,bayern,hessen,mecklenburg-vorpommern,niedersachsen,niedersachsen/hamburg/bremen,nordrhein-westfalen,rheinland-pfalz,schleswig-holstein,saarland,sachsen,sachsen-anhalt,thueringen/sachsen-anhalt,thueringen,deutschland
198503,30.5,30.7,50.2,45.8,52.2,38.6,51.5,51.7,65.2,66.0,68.0,74.4,46.3,36.0,40.1,45.2,49.2
198603,47.8,47.7,72.4,71.7,109.2,42.6,65.4,65.3,101.3,105.3,66.0,119.8,49.2,56.4,66.9,80.0,72.3
198703,25.3,25.3,80.9,86.7,97.0,23.8,61.0,60.5,107.7,79.7,37.3,104.8,37.9,31.3,49.2,71.8,67.1
198803,66.6,66.5,218.4,185.4,141.0,64.1,118.8,118.5,149.6,137.5,95.7,154.2,94.0,77.2,93.5,114.1,134.8
198903,30.0,30.1,40.8,43.3,67.1,45.7,63.7,63.7,83.4,64.6,69.2,75.7,33.3,30.1,39.7,51.7,51.7
199003,22.4,22.3,34.5,37.3,27.9,31.3,43.1,43.5,40.3,25.9,55.6,17.8,29.5,18.1,23.7,30.7,34.1
199103,28.3,28.0,48.8,41.3,37.8,20.0,22.8,22.7,36.3,40.5,30.4,39.6,24.3,30.2,28.9,27.2,33.7
199203,81.6,81.7,113.5,113.3,93.6,73.4,95.8,95.8,107.1,92.9,86.8,91.2,95.7,78.5,85.8,95.0,97.8
199303,12.7,12.7,22.5,35.7,12.3,13.8,15.1,15.2,11.8,10.5,15.8,10.1,27.4,12.5,15.4,19.1,19.7
199403,89.8,89.7,79.6,90.6,93.6,95.0,121.5,121.5,136.6,76.7,114.9,89.8,112.7,94.0,92.9,91.5,100.1
199503,46.5,46.4,121.7,102.9,82.0,54.6,86.9,87.0,94.0,99.6,75.4,126.1,44.9,49.1,54.3,60.8,83.5
199603,15.2,15.1,35.2,36.3,22.5,12.0,12.8,12.7,19.9,24.5,9.0,20.3,31.8,13.9,18.9,25.1,23.3
199703,25.3,25.3,51.7,71.6,38.3,33.7,46.5,46.5,47.1,37.7,47.0,34.2,52.4,35.3,43.6,54.0,48.4
199803,55.4,55.3,72.4,71.9,60.7,54.0,75.7,75.6,106.1,59.8,61.8,52.3,76.9,46.8,52.9,60.6,69.6
199903,45.9,45.9,87.6,61.9,66.0,55.4,53.6,53.5,83.2,76.1,67.0,101.7,45.2,42.5,49.1,57.3,63.0
200003,88.1,88.0,104.1,148.9,71.6,62.3,103.0,102.9,92.4,71.3,79.4,66.5,168.1,84.3,99.1,117.7,105.5
200103,58.6,58.9,186.4,154.4,113.5,46.6,66.2,65.9,98.6,134.5,60.4,170.6,99.9,73.2,88.8,108.4,109.2
200203,39.6,39.5,98.7,98.3,56.1,43.9,41.2,41.4,55.7,64.9,46.2,85.9,40.9,32.6,42.3,54.4,62.9
200303,23.1,23.2,25.3,24.3,29.1,18.8,30.8,30.8,42.6,28.9,26.1,24.5,28.9,18.8,22.3,26.6,27.4
200403,24.5,24.7,38.3,46.7,35.2,28.1,37.9,38.0,42.6,36.2,41.5,40.1,40.8,26.8,28.9,31.5,37.6
200503,22.1,22.2,64.3,47.0,40.9,35.1,47.8,47.8,54.9,41.0,50.7,37.4,37.0,28.1,31.4,35.5,44.0
200603,46.8,46.9,128.6,110.2,83.9,49.7,69.8,69.9,88.8,84.2,70.2,111.5,77.9,50.6,63.9,80.5,84.1
200703,55.2,55.2,80.3,57.8,66.7,52.5,65.0,64.8,72.4,71.0,54.5,84.3,53.8,58.5,61.4,65.1,63.3
200803,63.2,63.1,105.1,102.4,85.5,69.2,87.7,87.8,94.8,101.2,87.9,127.9,62.6,53.2,63.4,76.3,86.9
200903,46.2,46.2,102.9,97.1,76.7,52.6,71.0,71.0,95.1,78.4,62.1,86.9,74.5,49.8,58.3,68.9,77.7
201003,42.0,42.1,51.5,48.7,51.6,42.6,64.1,64.5,65.7,53.0,58.9,61.1,53.0,39.9,41.7,43.9,52.2
201103,20.7,20.8,27.2,33.9,12.2,21.5,10.8,10.8,13.4,14.1,17.8,16.4,23.1,13.1,14.4,16.1,20.4
201203,11.1,11.1,17.4,19.6,14.1,9.0,13.7,13.7,17.8,13.7,10.7,18.1,19.0,7.9,9.8,12.1,14.9
201303,27.9,27.9,45.3,40.5,31.8,23.6,24.0,23.9,34.8,36.3,17.0,50.3,34.7,34.1,34.1,34.1,33.4
201403,18.4,18.3,17.5,26.5,12.4,16.6,19.0,19.1,15.1,9.9,24.8,10.7,27.0,9.4,10.7,12.5,18.6
201503,39.3,39.3,53.5,59.4,48.4,51.1,66.6,66.8,68.3,43.9,72.2,49.9,47.7,42.2,47.2,53.8,55.5
201603,29.4,29.5,55.9,47.7,62.3,26.5,37.0,36.9,54.1,68.1,34.0,93.8,45.8,30.1,39.1,50.8,45.5
201703,46.9,46.8,67.7,68.1,51.4,47.2,56.3,56.6,59.6,46.3,56.6,69.4,56.7,41.0,46.3,53.2,57.0
201803,46.8,46.7,46.2,47.6,56.4,66.3,45.4,45.4,57.3,51.3,54.6,67.4,46.4,50.0,52.7,56.2,50.9
201903,55.2,55.0,84.8,72.1,74.6,51.6,84.0,84.0,102.0,77.7,102.8,94.6,58.6,50.9,56.0,62.5,74.7
202003,31.6,31.6,64.6,50.1,57.6,36.8,52.6,52.5,69.9,64.4,42.1,82.0,41.8,31.0,39.3,50.1,50.9
202103,33.3,33.3,54.0,44.7,42.5,40.5,54.5,54.7,58.6,45.4,62.1,59.4,36.9,25.6,30.3,36.6,46.0
202203,1.7,1.7,24.5,18.8,18.5,0.9,13.8,13.9,17.5,22.8,10.4,26.1,17.1,6.0,11.3,18.2,15.0
202303,70.5,70.3,103.1,84.6,111.0,63.6,93.8,93.6,117.5,106.1,76.9,150.8,78.2,68.5,80.8,96.8,90.4
