Jahr;Monat,brandenburg/berlin,brandenburg,baden-wuerttemberg,bayern,hessen,mecklenburg-vorpommern,niedersachsen,niedersachsen/hamburg/bremen,nordrhein-westfalen,rheinland-pfalz,schleswig-holstein,saarland,sachsen,sachsen-anhalt,thueringen/sachsen-anhalt,thueringen,deutschland
189401,14.1,14.1,26.9,22.2,40.4,23.4,29.1,29.3,55.0,45.5,43.2,54.3,15.1,13.3,19.7,27.7,29.0
189501,53.7,53.9,77.2,62.4,63.6,57.7,62.0,61.9,76.4,69.8,45.2,89.0,74.0,65.1,68.6,72.9,65.3
189601,25.1,25.1,29.2,50.7,43.8,16.8,40.8,40.6,50.7,33.0,27.6,29.4,48.6,29.6,39.4,51.7,38.9
189701,29.8,29.8,25.0,37.4,46.5,24.9,31.6,31.4,52.3,38.3,18.0,33.1,39.6,32.0,39.5,49.0,35.3
189801,33.4,33.4,20.8,33.4,31.3,36.4,43.3,43.5,38.0,20.0,51.9,12.1,57.5,30.3,38.7,49.2,35.7
189901,58.2,58.0,115.7,92.5,88.4,63.6,79.7,79.6,103.2,98.2,81.6,128.1,48.1,55.8,61.0,67.6,83.6
190001,60.2,60.5,152.9,125.0,98.5,63.5,70.9,70.8,102.4,117.3,82.3,151.7,86.3,62.5,72.0,84.1,97.6
190101,30.5,30.5,44.4,43.9,57.6,34.8,46.3,46.1,64.7,40.1,47.6,47.1,35.7,37.1,45.7,56.6,45.1
190201,46.5,46.5,55.2,61.3,55.9,62.9,66.2,66.1,80.1,54.9,83.7,73.4,70.2,39.3,46.7,55.9,61.3
190301,28.7,28.7,54.1,56.7,51.4,41.6,43.4,43.4,49.4,53.5,51.8,64.2,27.5,26.3,31.4,37.8,45.8
190401,24.6,24.5,43.4,31.7,44.2,29.4,44.8,44.6,60.2,47.4,45.3,67.8,23.7,26.4,29.3,32.9,38.4
190501,34.0,34.1,57.1,60.8,54.6,42.9,51.8,51.6,63.0,55.9,45.1,73.6,52.8,38.6,44.7,52.4,52.7
190601,48.7,48.7,81.1,61.3,75.1,70.8,94.7,94.8,106.3,76.6,90.5,116.1,46.8,45.7,48.1,51.1,72.9
190701,53.7,53.5,69.4,75.7,50.8,45.7,57.1,56.9,58.4,52.1,51.5,60.2,85.0,38.2,44.6,52.7,60.5
190801,34.6,34.5,36.3,32.5,34.8,34.4,46.2,46.2,56.5,35.2,54.7,44.3,41.4,28.6,29.5,30.6,38.8
190901,24.8,24.9,46.3,38.7,43.1,29.3,35.0,35.0,38.0,43.9,37.9,52.1,33.7,22.4,29.4,38.1,36.5
191001,35.4,35.4,109.3,85.2,64.7,43.1,73.6,73.7,71.5,81.2,83.5,100.7,39.2,36.9,42.9,50.4,69.8
191101,33.4,33.3,23.6,26.3,21.4,28.1,28.9,28.9,29.3,23.6,36.4,26.2,41.2,22.1,23.4,25.1,27.9
191201,33.2,33.1,72.8,73.9,60.4,33.2,49.3,49.1,78.2,57.5,33.1,89.4,52.3,37.4,48.0,61.3,57.7
191301,22.3,22.3,74.8,60.9,55.7,30.5,55.9,55.7,77.5,70.2,43.9,91.9,39.9,30.3,35.0,41.0,53.9
191401,29.1,29.0,71.7,50.8,39.2,25.8,35.6,35.6,57.9,52.1,32.1,77.5,47.9,21.2,26.9,34.0,44.3
191501,65.8,65.7,106.4,117.4,89.9,61.2,95.6,95.1,114.9,93.3,67.5,135.8,79.7,67.9,77.8,90.3,94.0
191601,95.3,95.1,62.5,79.7,79.2,95.8,102.2,102.7,101.7,65.3,105.6,72.1,95.4,70.9,74.0,78.0,86.1
191701,60.5,60.1,58.6,71.9,51.9,58.6,50.1,49.8,67.0,52.5,44.3,53.9,87.9,61.7,63.6,65.9,61.8
191801,79.1,78.5,66.8,53.2,74.8,68.7,98.0,97.7,95.4,79.4,64.4,105.1,52.7,71.4,68.6,65.1,73.0
191901,24.9,24.9,28.4,33.5,37.1,34.9,33.2,33.2,36.7,43.1,39.3,60.4,21.7,23.0,26.6,31.1,32.6
192001,58.1,58.0,97.9,102.9,120.5,69.4,76.3,76.3,121.7,121.0,77.8,158.7,65.5,50.3,69.0,92.4,90.6
192101,90.0,90.1,76.7,84.9,94.7,103.3,123.4,123.4,127.8,79.3,112.1,94.5,102.8,83.0,88.8,96.1,98.0
192201,50.2,50.3,94.9,83.1,76.8,49.9,63.2,63.0,87.6,86.5,46.7,95.8,68.1,50.7,60.7,73.2,72.4
192301,41.8,41.7,61.3,73.5,56.5,47.9,62.5,62.5,70.9,52.6,55.5,57.1,63.7,37.2,43.8,52.0,59.6
192401,18.8,18.8,32.6,28.3,33.3,23.0,22.4,22.4,37.0,35.7,22.3,46.7,25.4,17.6,20.0,23.0,27.2
192501,43.6,43.3,48.7,42.9,64.1,39.4,62.7,62.3,112.1,57.2,63.1,81.5,39.5,40.4,43.2,46.6,55.6
192601,59.9,59.7,58.8,58.8,76.1,47.6,83.4,83.0,91.3,58.8,63.7,62.6,71.6,66.3,63.3,59.5,67.0
192701,43.9,43.9,57.2,59.1,60.6,51.8,51.4,51.4,56.8,50.9,61.5,70.1,64.4,42.0,47.2,53.7,54.9
192801,49.0,49.0,57.1,52.8,56.4,52.5,75.2,75.2,78.0,55.2,83.9,68.8,48.9,40.9,41.9,43.1,58.9
192901,29.9,29.9,35.3,42.8,26.7,27.6,22.7,22.6,26.7,31.4,20.5,25.6,52.2,30.6,34.1,38.4,32.7
193001,29.4,29.2,37.9,30.2,34.8,30.4,39.4,39.5,43.3,37.7,46.0,50.3,32.3,22.2,26.4,31.6,34.7
193101,54.7,54.6,117.2,86.8,94.8,66.8,96.9,96.5,125.4,118.7,79.5,143.3,65.1,57.0,64.8,74.6,89.9
193201,43.4,43.4,58.2,60.2,54.0,42.2,73.4,73.0,75.2,51.5,67.0,78.2,72.2,44.8,46.3,48.2,59.4
193301,22.2,22.3,31.9,39.5,31.9,26.1,28.2,28.2,30.2,20.8,28.8,23.6,29.9,26.3,29.0,32.4,30.4
193401,32.0,32.0,60.3,48.2,55.7,38.9,41.6,41.6,71.6,58.3,46.5,76.0,36.5,28.8,32.7,37.6,47.8
193501,43.3,43.2,65.8,65.8,66.1,33.9,52.0,51.8,75.4,57.0,45.3,71.4,60.8,47.4,55.7,66.1,58.3
193601,36.7,36.7,119.8,87.9,79.3,40.2,55.7,55.9,77.5,96.9,77.7,126.6,45.1,31.2,42.0,55.5,71.3
193701,25.5,25.6,71.2,66.7,82.0,26.6,61.4,61.2,90.9,92.4,61.1,109.3,38.7,33.9,46.0,61.1,61.5
193801,83.8,83.9,121.9,103.3,113.7,69.3,108.4,107.9,142.2,112.5,74.9,156.7,99.9,83.4,88.5,94.9,104.4
193901,46.8,46.7,91.2,73.2,94.9,60.2,76.9,76.9,101.1,101.9,83.7,144.0,43.6,44.1,53.9,66.2,75.4
194001,23.4,23.5,35.1,34.2,28.7,27.9,20.2,20.1,28.1,31.7,20.3,38.7,30.5,19.6,23.9,29.4,28.3
194101,34.1,34.2,119.5,98.4,66.9,27.2,39.1,39.0,46.5,89.6,30.7,153.2,56.7,40.9,53.5,69.3,65.8
194201,15.3,15.4,78.5,60.8,43.3,20.0,25.4,25.4,46.9,54.4,25.9,66.4,34.2,16.9,21.8,27.9,41.7
194301,29.9,29.8,70.0,45.0,48.5,41.2,50.2,50.1,65.3,64.4,50.6,87.1,37.7,24.9,28.4,32.9,48.4
194401,63.0,62.9,82.2,86.5,78.7,50.9,87.6,87.3,127.6,71.7,79.6,89.7,100.3,62.8,68.4,75.4,83.2
194501,29.2,29.3,59.4,46.9,55.0,31.9,34.2,34.2,64.1,60.9,50.0,68.8,31.6,25.2,29.8,35.6,44.6
194601,29.4,29.4,46.3,41.9,42.4,40.0,48.2,48.7,46.8,43.0,64.2,78.5,29.4,25.5,29.0,33.3,41.9
194701,23.8,23.8,48.1,49.9,34.3,18.2,28.4,28.3,36.9,34.6,26.5,45.7,31.1,23.9,28.1,33.4,35.3
194801,73.9,73.7,125.4,117.1,126.4,65.9,109.2,109.0,145.0,129.4,97.0,186.6,69.5,68.4,77.4,88.7,106.9
194901,28.5,28.5,50.8,43.9,36.4,29.0,36.6,36.5,36.8,39.0,38.9,51.4,35.2,27.2,33.2,40.7,38.3
195001,46.3,46.2,36.1,61.7,36.4,49.8,44.2,44.4,51.5,36.4,50.3,41.3,66.4,38.4,42.0,46.6,48.5
195101,54.9,54.8,95.8,84.4,69.4,60.7,84.9,85.0,96.5,86.1,98.8,93.5,52.5,46.1,46.7,47.4,77.2
195201,48.0,47.7,94.9,73.1,90.0,39.5,71.7,71.3,109.5,104.4,68.5,125.4,53.7,50.0,57.5,67.0,74.6
195301,50.1,50.1,18.9,27.8,23.7,52.5,30.0,30.2,31.3,13.4,34.7,10.5,69.8,40.5,47.1,55.3,34.4
195401,36.2,36.1,90.0,83.8,64.9,55.7,54.1,54.0,81.6,63.8,61.7,75.4,60.0,34.1,47.9,65.2,66.2
195501,27.5,27.5,119.5,77.0,63.7,37.8,47.1,47.3,66.1,71.6,47.4,105.2,45.3,31.4,43.4,58.4,62.2
195601,39.9,39.9,82.3,68.7,67.5,60.8,82.9,82.9,89.9,78.8,94.0,94.6,33.5,37.8,41.5,46.1,68.3
195701,29.3,29.3,43.7,45.4,47.4,26.8,51.2,51.1,60.8,40.6,44.4,52.3,38.9,28.2,32.8,38.6,43.1
195801,38.4,38.5,99.3,82.8,83.3,42.4,79.4,79.2,96.0,80.8,64.4,117.0,50.9,50.5,56.0,63.0,73.8
195901,32.5,32.5,115.0,70.6,67.4,46.4,66.6,66.5,85.3,72.2,78.3,90.2,31.1,33.8,41.4,51.0,66.5
196001,47.0,47.0,54.5,65.8,71.2,58.4,63.2,63.0,86.7,59.1,74.1,85.4,78.2,53.6,65.0,79.4,65.3
196101,40.8,40.7,66.4,44.4,83.3,36.5,78.9,78.7,100.4,94.0,64.3,124.5,29.8,43.5,47.1,51.7,61.8
196201,44.0,43.9,100.0,79.3,63.6,50.0,79.6,79.5,80.9,67.3,103.2,109.4,42.7,35.8,39.7,44.5,70.5
196301,17.9,17.9,28.3,33.8,25.2,17.1,20.0,19.9,31.2,28.0,12.4,30.6,28.4,18.8,22.5,27.2,25.5
196401,18.3,18.3,21.4,26.2,18.3,14.3,21.0,21.1,22.1,24.4,29.5,40.5,26.4,18.6,20.7,23.3,22.3
196501,54.2,54.2,105.4,86.0,127.3,48.4,84.6,84.4,123.0,131.6,84.1,159.1,68.8,59.2,72.5,89.2,89.2
196601,36.1,35.9,70.0,45.9,51.7,47.7,49.4,49.5,62.3,56.2,56.0,82.8,37.9,33.5,37.2,41.8,50.0
196701,54.7,54.5,72.7,71.2,44.7,66.1,62.9,63.4,60.5,41.9,76.4,53.6,60.9,40.2,41.0,42.1,60.9
196801,50.9,50.9,132.6,111.9,87.7,59.1,72.2,71.9,107.6,93.5,69.8,120.5,86.4,54.8,64.1,75.7,89.2
196901,36.6,36.6,47.7,53.5,40.9,43.4,59.7,59.9,54.4,44.9,62.7,54.7,54.1,45.3,44.6,43.7,50.1
197001,33.4,33.1,66.0,43.3,59.0,18.4,30.5,30.3,59.5,72.0,34.3,91.8,32.8,35.5,38.0,41.1,44.4
197101,20.5,20.5,32.4,26.9,46.4,23.8,36.3,36.1,57.2,51.1,39.2,86.9,16.0,19.4,22.7,26.9,33.3
197201,15.7,15.7,27.0,19.5,15.8,14.6,10.8,10.8,20.7,30.3,16.2,42.7,17.4,5.6,7.8,10.5,17.7
197301,25.2,25.1,33.5,41.1,28.7,28.8,29.4,29.3,33.2,28.0,28.4,35.6,30.3,30.3,30.8,31.4,32.2
197401,37.6,37.6,57.9,66.7,50.5,51.2,63.8,63.9,75.5,46.9,75.5,57.3,44.9,34.9,36.8,39.2,56.9
197501,38.5,38.2,88.2,73.4,65.5,37.7,61.0,60.9,81.3,73.0,71.8,89.2,38.9,33.6,34.8,36.3,62.5
197601,109.7,109.9,96.3,113.8,111.8,110.9,139.8,139.6,150.0,83.3,120.5,80.3,136.1,100.2,110.6,123.6,117.5
197701,32.1,32.1,90.2,67.9,65.7,48.9,52.9,52.7,68.4,73.2,54.0,113.2,31.2,38.6,45.0,53.1,59.6
197801,28.0,28.1,62.8,46.1,36.7,41.6,58.0,58.3,49.8,55.1,78.3,70.3,27.8,24.3,26.7,29.8,46.6
197901,33.5,33.5,77.7,58.1,45.7,33.8,38.7,38.8,55.5,46.4,43.9,48.1,46.2,32.0,34.3,37.1,48.5
198001,24.7,24.8,77.6,61.7,48.7,33.8,45.5,45.5,56.2,56.7,47.5,84.2,40.2,24.8,31.7,40.4,50.0
198101,53.1,53.1,111.0,101.1,92.7,55.6,91.1,90.9,123.4,97.9,66.3,111.8,74.9,52.2,62.8,76.2,88.5
198201,48.4,48.5,125.8,110.7,72.6,57.5,65.7,65.8,83.8,87.6,71.2,110.4,57.5,36.5,43.5,52.3,80.1
198301,68.3,68.1,103.7,110.7,95.9,69.9,104.0,104.3,126.6,85.4,102.3,95.5,90.0,53.7,61.9,72.2,95.6
198401,63.3,63.0,131.4,93.0,114.0,76.6,105.6,105.6,130.9,126.5,120.8,194.4,45.9,50.8,62.3,76.7,98.1
198501,35.7,35.7,79.3,76.5,56.4,51.2,58.2,57.8,73.0,56.8,46.7,65.2,41.8,38.6,43.9,50.6,60.0
198601,56.0,56.0,151.1,130.9,112.2,65.2,104.2,103.9,144.0,115.2,97.6,146.6,74.3,54.8,70.5,90.3,107.5
198701,50.6,50.3,53.4,67.8,65.5,43.6,80.4,80.2,76.0,46.0,42.1,41.9,96.1,68.4,78.5,91.3,65.7
198801,44.3,44.2,84.2,65.0,92.3,64.1,91.8,92.0,100.7,109.3,119.2,131.1,41.6,41.7,47.7,55.2,76.1
198901,11.4,11.4,20.6,34.6,27.9,10.3,17.4,17.4,31.8,21.8,21.1,30.2,29.4,12.6,18.1,25.1,23.4
199001,28.3,28.2,33.3,31.9,48.2,37.7,46.3,46.3,65.2,55.1,73.0,75.0,16.4,22.6,26.5,31.4,40.2
199101,21.3,21.2,50.3,46.8,65.5,27.0,49.1,48.9,71.2,69.7,60.6,103.2,23.9,23.0,31.3,41.7,46.9
199201,39.3,39.4,27.8,26.7,34.6,35.5,46.2,46.0,42.6,31.0,34.0,33.6,55.9,34.0,34.9,36.0,36.0
199301,55.9,56.0,67.5,77.3,105.4,75.5,104.3,104.2,143.4,92.3,111.1,121.6,63.1,54.9,71.5,92.4,87.3
199401,84.4,84.2,89.3,78.5,104.4,93.6,112.1,112.1,125.4,104.9,96.9,139.0,59.8,75.5,77.0,78.9,93.3
199501,60.1,60.2,142.6,122.1,149.8,70.0,119.8,119.5,167.1,183.9,129.9,242.6,66.9,65.8,84.2,107.3,119.0
199601,2.3,2.3,7.2,13.0,5.6,1.0,6.1,6.0,9.9,9.5,2.0,13.0,3.0,5.1,4.3,3.2,7.0
199701,7.0,7.0,14.1,10.7,15.3,2.7,8.1,8.0,7.4,21.6,3.9,25.0,17.7,14.4,16.1,18.2,11.2
199801,58.4,58.5,71.2,51.1,55.3,82.4,75.9,76.1,70.0,68.9,111.6,88.1,45.4,44.6,46.6,49.0,64.4
199901,35.8,35.8,82.7,73.1,69.4,43.7,65.8,66.0,95.8,75.8,78.2,83.6,47.3,36.2,43.2,52.0,66.1
200001,47.8,47.8,57.3,61.7,47.7,38.8,50.9,50.8,61.0,40.1,49.3,34.6,83.5,47.2,55.2,65.3,54.8
200101,33.7,33.5,86.4,70.0,79.6,28.6,52.8,52.6,77.6,89.7,38.3,122.0,27.2,36.9,41.6,47.4,61.1
200201,40.2,40.3,31.5,32.1,50.7,54.7,61.6,61.7,75.5,44.4,80.3,67.4,34.2,32.0,35.8,40.6,47.4
200301,52.8,52.5,100.2,91.7,80.2,43.6,83.5,83.3,104.1,99.5,53.0,118.5,72.5,56.2,63.7,73.1,82.8
200401,67.0,66.8,157.5,133.7,96.8,67.6,114.2,113.8,126.4,107.6,105.2,146.8,83.4,75.4,75.2,74.9,109.4
200501,54.3,54.3,68.4,81.1,70.7,54.6,69.9,69.8,91.1,56.7,67.5,66.3,84.3,54.3,64.3,76.8,71.0
200601,19.9,19.9,27.6,34.7,23.9,17.4,24.5,24.5,28.4,26.5,24.6,33.8,28.5,22.2,23.7,25.7,26.7
200701,82.1,81.7,83.8,91.4,96.8,91.9,126.8,126.9,126.8,80.3,144.4,107.0,77.4,75.0,79.8,85.9,98.2
200801,85.5,84.9,65.4,51.4,55.0,71.2,115.9,115.8,92.2,56.8,86.2,76.8,71.2,69.5,62.6,53.8,74.0
200901,22.4,22.4,35.9,30.2,40.2,18.3,37.4,37.4,42.9,48.9,32.2,60.8,30.3,25.4,27.4,29.8,33.2
201001,35.0,35.2,55.9,52.4,48.1,45.0,40.4,40.4,52.4,53.8,40.0,64.5,46.3,34.8,38.6,43.4,46.8
201101,37.9,37.8,76.3,73.1,67.7,37.1,58.2,58.0,95.9,72.4,48.1,92.4,61.8,41.2,49.1,59.2,63.8
201201,73.5,73.9,114.0,121.3,105.2,70.5,116.6,116.6,125.7,99.4,103.8,116.9,97.8,75.2,85.6,98.6,105.1
201301,61.6,61.6,52.8,80.9,50.4,75.2,61.1,61.2,58.3,45.4,77.2,63.1,83.1,50.9,53.5,56.9,64.4
201401,32.9,32.9,55.1,47.9,46.9,39.0,43.5,43.6,51.7,52.1,64.4,73.2,28.6,30.4,31.0,31.9,44.9
201501,69.6,69.3,107.6,89.1,81.1,78.4,87.7,87.9,96.2,88.2,109.9,112.7,63.8,55.1,60.6,67.7,85.4
201601,41.2,41.2,123.1,100.1,74.9,42.4,67.6,67.5,94.9,77.9,68.0,114.0,54.8,42.6,50.3,60.5,77.3
201701,36.9,36.8,43.5,46.5,35.2,43.9,60.5,60.6,51.1,35.8,49.8,41.9,44.3,36.2,36.0,35.7,45.2
201801,62.3,62.1,157.8,115.7,107.6,77.6,98.2,98.3,106.8,119.5,112.1,191.5,53.0,55.4,68.0,84.5,101.7
201901,54.1,54.2,95.6,105.3,74.8,52.5,77.4,77.2,104.3,72.1,50.7,79.9,96.8,52.9,64.8,80.3,81.8
202001,34.9,34.9,33.9,31.7,47.8,45.2,44.5,44.9,47.9,42.2,86.1,67.5,26.1,29.6,33.9,39.6,40.5
202101,52.4,52.5,115.7,85.8,85.6,61.5,71.0,70.9,99.5,89.3,76.4,108.0,75.3,47.1,58.4,73.1,80.2
202201,36.1,36.2,61.2,62.1,74.7,40.2,52.9,52.9,72.5,75.3,50.0,94.0,62.1,35.2,51.5,72.8,58.2
202301,62.4,62.3,53.0,42.5,83.2,71.3,93.8,93.8,103.0,84.2,113.6,119.5,46.5,48.1,52.5,58.3,69.4
188202,21.1,21.1,33.6,25.6,34.8,22.8,35.9,35.9,48.7,40.1,30.5,43.2,26.9,20.8,24.2,28.4,31.0
188302,15.7,15.6,40.4,28.3,25.7,9.9,23.8,23.8,38.6,32.5,23.5,32.2,24.0,15.6,17.3,19.3,26.1
188402,22.9,22.8,45.0,25.6,38.5,29.7,29.4,29.4,37.7,44.5,45.6,53.9,24.9,22.8,26.5,31.1,32.2
188502,29.7,29.6,79.1,40.6,55.1,33.5,45.8,45.9,55.2,64.6,58.4,78.2,34.4,29.6,34.5,40.7,47.5
188602,12.5,12.5,23.7,19.9,26.4,9.5,21.1,20.9,29.0,24.0,15.7,24.6,16.1,14.8,17.1,20.0,20.0
188702,8.9,8.9,14.8,13.3,15.4,7.7,10.7,10.7,14.7,13.4,11.8,16.4,13.5,8.4,10.3,12.7,12.3
188802,46.8,46.7,52.6,52.4,37.1,45.5,48.6,48.6,57.1,39.3,51.9,44.0,51.0,47.0,46.6,46.2,49.0
188902,52.8,52.6,104.3,101.5,65.0,48.6,70.5,70.4,82.3,78.9,58.6,87.8,68.8,55.3,61.8,69.9,77.0
189002,7.7,7.6,4.7,6.2,2.8,4.1,6.4,6.4,5.0,3.2,6.2,3.9,9.3,8.4,7.5,6.4,5.9
189102,10.5,10.6,7.6,14.9,8.4,10.2,11.2,11.4,10.5,10.3,15.0,7.4,22.7,12.3,13.5,15.1,12.2
189202,22.3,22.5,71.0,78.6,52.0,16.9,39.5,39.3,53.9,62.7,28.7,78.7,51.8,31.5,40.9,52.8,51.4
189302,77.2,77.3,86.9,76.5,90.9,76.7,92.7,92.6,112.5,109.0,96.7,138.1,90.6,74.2,78.2,83.2,88.1
189402,58.9,58.8,52.1,56.6,58.8,62.7,74.6,74.8,86.2,59.1,61.6,84.1,53.4,45.1,47.6,50.8,61.6
189502,23.0,23.1,19.9,24.1,24.3,30.8,19.8,19.9,23.0,23.5,16.5,16.3,40.5,23.5,29.9,38.0,24.4
189602,12.0,12.0,13.4,12.3,9.3,11.8,17.4,17.4,13.7,9.9,24.2,4.8,20.0,12.2,14.0,16.2,13.9
189702,20.9,21.0,108.0,97.4,71.4,13.1,33.8,33.5,78.5,74.2,20.9,90.8,60.0,33.8,49.0,68.0,62.8
189802,52.5,52.6,76.3,85.2,81.1,59.0,88.8,88.6,125.0,89.1,73.2,77.3,63.9,51.6,59.7,69.9,79.7
189902,18.3,18.4,22.2,25.5,28.1,32.2,33.2,33.3,33.8,28.0,48.5,24.7,20.2,17.8,21.8,26.8,27.5
190002,38.0,38.2,80.5,66.6,54.9,30.9,42.3,42.2,61.9,64.9,52.8,88.0,76.2,42.3,46.3,51.2,56.6
190102,17.4,17.5,35.3,33.1,38.3,22.1,40.5,40.4,51.0,34.2,28.6,33.4,45.7,30.9,36.5,43.5,35.1
190202,16.6,16.6,45.5,33.2,45.9,11.9,19.1,19.0,32.7,50.0,9.7,68.6,22.2,21.2,28.2,37.1,29.5
190302,43.5,43.5,19.6,26.9,20.9,51.6,59.7,59.9,46.8,20.7,66.6,21.2,48.9,32.9,30.4,27.2,38.1
190402,50.1,50.2,113.0,74.3,81.2,62.1,70.5,70.4,87.3,86.6,73.6,105.8,64.2,47.3,58.5,72.6,75.3
190502,32.0,32.0,35.0,48.3,46.1,31.3,39.5,39.3,52.8,35.5,34.9,30.5,49.5,27.3,36.5,48.1,41.0
190602,25.6,25.7,58.0,43.7,59.1,31.6,45.7,45.7,63.3,51.0,49.5,68.5,30.5,34.9,40.8,48.3,45.8
190702,32.2,32.0,56.5,40.7,40.3,34.2,44.7,44.6,58.4,41.5,38.0,59.5,37.0,32.4,37.9,44.9,42.9
190802,45.5,45.4,97.7,80.5,71.9,46.2,54.3,54.1,83.4,70.2,53.5,84.3,61.5,43.1,53.5,66.6,67.8
190902,44.1,44.1,48.5,72.1,75.2,30.8,64.8,64.5,95.2,46.8,36.0,33.1,85.6,48.8,67.5,91.0,63.0
191002,41.2,41.1,72.4,58.2,69.3,40.8,68.4,68.3,90.4,86.8,74.7,135.0,45.3,32.7,40.7,50.8,62.6
191102,55.1,55.0,53.0,50.7,50.9,67.5,76.7,76.8,67.5,40.4,82.1,48.3,62.4,47.6,47.4,47.1,58.6
191202,37.1,37.0,55.4,48.8,51.0,35.7,48.6,48.6,62.5,51.2,45.3,76.8,42.7,36.1,36.3,36.5,47.6
191302,27.9,27.9,34.9,27.5,31.7,30.0,30.7,30.6,32.6,33.6,34.9,39.9,25.3,28.0,28.4,29.0,30.4
191402,13.6,13.6,32.9,22.7,32.4,19.5,27.2,27.2,38.0,43.3,30.0,68.1,18.1,16.1,20.7,26.4,26.7
191502,18.4,18.5,37.1,32.8,37.9,21.0,33.5,33.4,47.5,40.6,27.4,54.0,24.5,26.5,29.5,33.3,32.7
191602,33.5,33.5,98.3,80.9,75.3,34.5,57.8,57.7,88.6,74.9,55.5,99.3,55.7,51.8,58.0,65.7,68.0
191702,13.0,12.9,17.7,12.6,6.5,9.2,10.7,10.7,12.8,13.3,12.8,10.7,20.6,12.3,12.5,12.7,12.8
191802,38.9,38.8,25.1,34.8,37.2,41.2,65.7,65.7,57.3,27.9,64.8,38.4,48.5,32.6,36.6,41.6,42.9
191902,20.8,20.9,55.4,46.6,44.9,28.0,28.0,27.9,37.8,58.5,26.0,90.5,21.7,21.1,23.1,25.7,37.1
192002,30.6,30.6,31.5,32.7,33.2,37.1,40.5,40.5,47.6,26.6,53.8,34.5,40.5,20.2,24.4,29.7,35.4
192102,33.7,33.7,10.8,17.6,16.1,26.8,23.2,23.2,22.6,13.7,25.6,9.8,46.0,23.4,22.1,20.4,22.1
192202,22.0,22.0,82.6,62.1,62.1,28.5,40.4,40.3,70.0,52.3,37.7,71.6,33.6,24.4,34.3,46.8,50.6
192302,34.8,35.0,84.9,78.8,61.2,32.7,47.4,47.3,72.0,75.0,34.7,89.3,53.5,31.1,36.1,42.4,59.1
192402,30.1,30.1,33.9,33.3,41.9,32.2,33.8,33.8,51.3,41.9,29.9,43.5,52.1,27.2,32.7,39.6,36.7
192502,32.8,32.7,45.1,41.4,54.8,46.7,56.1,56.3,60.9,61.6,74.8,83.3,29.6,25.0,30.1,36.5,47.2
192602,38.1,37.9,53.2,52.9,74.7,46.2,69.2,69.6,104.0,79.7,86.8,91.8,48.9,43.3,51.2,61.1,62.6
192702,17.8,17.8,62.0,42.6,41.8,14.3,28.5,28.3,52.3,56.7,21.2,67.8,22.2,16.2,19.5,23.6,36.2
192802,46.2,46.1,78.7,85.2,75.5,58.4,59.9,60.1,77.6,76.8,71.6,99.4,51.8,36.6,43.3,51.8,67.9
192902,17.1,17.2,18.2,23.5,22.4,15.2,21.1,21.2,12.6,25.8,26.5,20.5,28.0,31.7,29.5,26.7,21.6
193002,9.1,9.2,26.5,15.5,22.2,10.7,13.4,13.4,22.7,27.8,6.5,31.4,13.9,9.0,11.0,13.6,16.4
193102,26.9,26.9,51.3,48.4,43.5,34.7,44.7,44.7,58.4,55.8,56.5,62.0,37.2,18.7,24.4,31.6,44.0
